agent_id,cluster_baseline_utility,slate_utility,zero_shot_utility,contextless_zero_shot_utility,unit_cost
1649,1.99999827522747,4.00127734632219,5.00005823101384,3.0031725959378,2.00010859094094
1654,3.1479969482616,2.9526400316449,4.22266207895498,2.99004517299616,2.96267312052228
1534,1.88079708832894,4.00009453000031,1.99944722134665,2.00026107793047,2.99549932399584
188,1.00000000000424,3.99410743862578,1.00000000031609,2.00000372028963,3.98201499618531
1542,1.96691402804001,3.99972294117557,3.00035827271196,2.99343053875865,3.00111121921889
1516,1.07585817932355,3.97702381434299,4.90465034918909,1.99999806550559,3.99933573586397
1505,3.99999862903567,3.22193580479372,1.99999987345455,2.98761374114705,3.00044848001008
1432,4.06008439631039,3.00000000022241,4.00070544743189,2.0003799844977,2.00522012388983
1314,1.00000000000007,4.40711552593347,1.99719990454688,1.9988304894719,1.99984156425881
301,3.73105323381406,4.18238679588447,4.00808966500802,3.73102786612038,3.00247262299268
1158,1.00000000000698,3.0599077708911,1.99807327040664,2.00000079928606,2.22270061076595
1200,1.99997574117338,2.00001300699758,3.62245346289266,2.00000502943174,2.04742598341901
1132,2.99804778903288,2.95258200422315,1.00000034663277,1.99999844650613,1.06754668673074
1123,2.00669285129368,4.03615901525185,3.00695094035867,3.00855318523585,3.00030781444052
1068,3.99766719489382,2.99791338557347,1.99982047268406,1.00026119040679,2.50000029458953
1047,2.99783029045872,4.98201378851392,3.3208214289317,1.99999728275136,2.00359360279413
1010,1.99973881100982,3.01794615707102,3.56217526892504,3.37751392596132,3.32082130846046
1001,2.96271311843371,4.01567594270772,1.98201378903099,2.62245934272066,3.99990479283993
646,2.99984386498767,4.00076872974971,4.88079709123357,1.32082130736146,2.98593661465454
277,3.02029230477352,2.11920291254867,2.99683104408309,3.06753661257405,3.67917852996043
842,4.00149105225804,2.02931222749502,1.99999743872311,3.00856078616288,3.02931204632042
820,3.99957444641284,4.14804548286224,3.02592617721662,2.18242556765471,2.00000006728333
746,2.99922711620689,3.0473299866132,2.98598780120849,2.04742587676456,3.00037352908299
1464,4.01243057978145,3.85194424813775,1.00000009931196,1.99944728151486,2.37754067444722
1457,1.9999998429142,4.02297408001267,3.18232023811679,2.9978630266396,2.01798621113249
1465,3.94664169866275,3.99333834436165,1.99997570537683,1.99999800527038,1.99929032965662
1371,3.04742556406236,3.77724511801223,2.93991441310913,2.96267447918747,3.00484015080557
1356,2.0001233945601,3.99947904684534,3.97984699811581,3.03731901141675,3.00111806808432
1344,1.00000000815202,2.95267001413471,1.81757447022779,3.00336309788835,2.0229773671848
493,3.09530979883912,3.85196824197985,3.77729933191705,2.99683744669893,3.04742587518746
411,2.99683104408309,3.85181936648126,2.99334721261574,1.99999933220964,3.26892399066147
323,4.06008600872791,3.73095133485133,3.99478776194667,2.56217659184913,3.99829972321812
329,1.99999003374844,1.99970511085954,2.98595781143047,2.73105893315693,3.32082009002153
189,3.99999955499501,3.95257909236473,2.00000196006717,2.00116893907172,2.06008666674579
314,4.00087379480819,2.00043055076525,3.9875687635821,3.32082044867577,4.26894133893648
282,4.99999936365795,5.00000226031908,3.88080309689411,2.1824335795799,2.00116951009144
274,2.22270018562798,4.00044779343333,4.22269886436454,3.77729795010023,3.00007355555802
198,3.00487886878021,3.99756272667838,3.32081749863248,2.37754071616854,3.01406362906811
161,1.99999977902085,3.00315909766231,3.90465081397088,3.73105570955305,2.268941448789
85,2.73106504909894,3.0234863142819,3.89338406962986,3.32082096505829,2.81757449035057
67,2.62245938506871,3.99980484881404,3.14803948658503,2.00000001615457,2.00591106984607
